3.8306e-01 6.6095e-03 1.0823e-02
3.9105e-01 -1.1658e-02 1.4315e-02
3.9968e-01 1.8740e-02 -2.3003e-02
4.0845e-01 1.5230e-02 1.1731e-02
4.1699e-01 2.9118e-02 -7.4441e-05
4.2635e-01 -1.4129e-02 -9.4126e-03
4.3517e-01 -1.0927e-02 2.9965e-04
4.4485e-01 1.1734e-02 1.7240e-02
4.5429e-01 -4.0509e-03 6.3950e-03
4.6399e-01 -9.3048e-03 6.2710e-03
4.7415e-01 -3.3511e-02 -9.7482e-03
4.8416e-01 1.5363e-02 -1.5540e-02
4.9457e-01 5.0632e-03 2.3662e-02
5.0558e-01 -1.7009e-02 2.4053e-03
5.1649e-01 2.8019e-03 -2.8217e-03
5.2741e-01 -6.7877e-03 -1.2446e-02
5.3857e-01 1.8434e-02 -9.3540e-03
5.5042e-01 -2.2892e-03 -9.8110e-03
5.6233e-01 4.5945e-03 -1.3547e-02
5.7422e-01 1.4260e-02 3.8767e-03
5.8675e-01 -1.0225e-03 -1.1712e-02
5.9956e-01 -1.0888e-02 -1.3249e-02
6.1246e-01 5.7415e-03 -6.9463e-03
6.2555e-01 6.9986e-03 -5.6335e-04
6.3910e-01 -2.9174e-03 -2.5141e-03
6.5267e-01 -1.4692e-02 -1.4258e-02
6.6693e-01 2.5534e-03 -5.3362e-03
6.8151e-01 -4.0652e-03 3.5187e-03
6.9606e-01 -5.0285e-03 -1.5158e-02
7.1088e-01 5.7533e-03 -1.2633e-02
7.2619e-01 -4.1989e-03 9.7715e-03
7.4197e-01 -8.0321e-03 -3.4430e-03
7.5773e-01 -3.3103e-03 7.5056e-04
7.7413e-01 -1.4746e-03 1.4044e-04
7.9081e-01 1.0904e-02 -7.7857e-03
8.0791e-01 -5.9762e-03 -2.4470e-04
8.2523e-01 3.4706e-03 6.4976e-03
8.4309e-01 5.0494e-03 -7.8854e-03
8.6127e-01 5.6071e-03 -6.8346e-03
8.7978e-01 2.6445e-03 8.4563e-05
8.9874e-01 -1.0652e-02 3.0821e-03
9.1819e-01 3.1683e-03 -5.2688e-03
9.3805e-01 6.7917e-03 -9.0109e-03
9.5824e-01 3.9068e-03 -1.3907e-02
9.7901e-01 8.3129e-03 3.9011e-03
9.9969e-01 -1.4499e-04 -8.7559e-03
1.0213e+00 -1.0220e-03 -5.0401e-03
1.0436e+00 -2.5811e-03 -1.0068e-02
1.0662e+00 -9.0997e-03 -1.0357e-04
1.0891e+00 2.0159e-03 1.5835e-03
1.1125e+00 -1.1488e-02 -6.7222e-03
1.1364e+00 -6.0462e-03 7.8061e-03
1.1608e+00 -2.6986e-03 -6.2825e-03
1.1860e+00 -7.9921e-03 5.3620e-03
1.2116e+00 -9.8571e-04 2.9423e-03
1.2375e+00 3.6827e-03 -2.5607e-03
1.2642e+00 3.0643e-05 1.6675e-04
1.2915e+00 8.2870e-03 1.6727e-03
1.3193e+00 -1.4836e-04 -9.7569e-04
1.3479e+00 4.5391e-03 2.2633e-03
1.3769e+00 -5.8080e-03 5.0128e-03
1.4064e+00 -6.0266e-03 4.0206e-03
1.4368e+00 -3.3145e-03 2.8928e-03
1.4676e+00 -4.9111e-03 3.8478e-04
1.4993e+00 5.6404e-03 -1.6802e-03
1.5319e+00 3.0996e-03 -2.8332e-03
1.5649e+00 -9.9344e-04 -3.1252e-03
1.5986e+00 5.2718e-03 2.8054e-03
1.6326e+00 -2.5797e-03 -4.7097e-04
1.6681e+00 1.5905e-03 -1.5206e-03
1.7040e+00 -2.1818e-03 -5.8765e-04
1.7407e+00 6.2485e-04 2.9379e-04
1.7781e+00 1.0087e-03 6.1231e-03
1.8168e+00 8.5333e-04 -3.4343e-03
1.8558e+00 2.2628e-03 2.3746e-03
1.8957e+00 -2.3648e-03 9.7563e-04
1.9367e+00 -5.0737e-03 -1.6738e-03
1.9783e+00 -1.0501e-03 -4.5683e-03
2.0210e+00 5.7565e-04 3.6919e-03
2.0645e+00 -3.4372e-03 -3.5907e-03
2.1090e+00 1.7738e-03 -1.0013e-03
2.1543e+00 -1.1640e-03 4.1442e-04
2.2009e+00 -8.0106e-04 9.0395e-04
2.2482e+00 1.5490e-03 -1.3801e-03
2.2970e+00 2.6717e-03 -2.6168e-03
2.3462e+00 8.0279e-04 -1.9126e-03
2.3970e+00 1.6443e-03 -2.2250e-04
2.4486e+00 5.7606e-04 -7.9784e-04
2.5012e+00 -8.7661e-04 -1.6799e-03
2.5552e+00 -5.6728e-04 -2.7511e-03
2.6104e+00 -2.1294e-03 4.9762e-03
2.6669e+00 1.0138e-03 -4.2051e-04
2.7242e+00 1.9675e-03 1.2482e-03
2.7828e+00 1.8551e-03 1.2918e-03
2.8425e+00 -2.5347e-03 2.6970e-03
2.9040e+00 2.3706e-03 3.9917e-03
2.9667e+00 3.3459e-03 1.2148e-05
3.0305e+00 -1.0122e-03 -7.6179e-04
3.0956e+00 6.5863e-04 -3.5146e-03
3.1626e+00 1.1987e-03 1.8416e-03
3.2307e+00 -1.1278e-03 -2.2745e-03
3.3005e+00 1.9198e-03 3.0673e-04
3.3715e+00 -2.2712e-03 2.0104e-04
3.4439e+00 -1.2741e-03 3.0405e-03
3.5182e+00 7.2289e-05 -5.8297e-04
3.5944e+00 -1.7149e-03 -4.8593e-04
3.6718e+00 1.4684e-03 1.3438e-03
3.7509e+00 -1.7374e-04 5.8294e-04
3.8313e+00 -1.5948e-03 -1.1949e-03
3.9142e+00 4.7030e-03 2.3943e-03
3.9988e+00 1.7606e-03 6.7988e-04
4.0847e+00 8.5137e-04 1.1225e-03
4.1727e+00 7.4274e-04 2.3776e-03
4.2626e+00 -2.0610e-04 1.2350e-03
4.3548e+00 6.0899e-04 1.7202e-03
4.4485e+00 3.7263e-03 -9.4184e-04
4.5440e+00 4.8834e-04 -1.2404e-04
4.6423e+00 -8.8875e-04 -1.1637e-05
4.7425e+00 1.2939e-03 4.8534e-04
4.8446e+00 -3.4806e-04 -4.8001e-04
4.9490e+00 2.1928e-03 -1.8081e-03
5.0553e+00 -7.0134e-04 -1.6149e-03
5.1648e+00 -2.4155e-03 -3.6833e-05
5.2758e+00 -8.8338e-04 1.4413e-04
5.3896e+00 1.1623e-04 1.8061e-03
5.5059e+00 1.7825e-03 1.6055e-04
5.6243e+00 -2.5579e-04 4.2720e-04
5.7458e+00 -1.6792e-04 -3.1164e-04
5.8696e+00 2.9164e-04 -3.5100e-04
5.9961e+00 1.2062e-03 1.6383e-04
6.1251e+00 -5.0169e-04 -1.5977e-04
6.2574e+00 2.8663e-04 5.7280e-04
6.3920e+00 2.1053e-03 -1.2922e-03
6.5298e+00 3.2365e-04 -1.2929e-04
6.6708e+00 1.6740e-03 -2.1119e-03
6.8142e+00 2.9111e-04 -1.9843e-04
6.9611e+00 5.2894e-04 1.8425e-03
