3.8296e-01 3.7366e-02 1.8956e-02
3.9134e-01 3.9865e-02 2.0142e-03
3.9970e-01 2.6178e-02 1.2637e-02
4.0826e-01 2.1729e-02 -3.7653e-02
4.1701e-01 1.5108e-03 3.8453e-03
4.2609e-01 2.7635e-02 1.4520e-03
4.3522e-01 1.7247e-02 -1.6746e-02
4.4461e-01 1.7815e-03 2.6172e-03
4.5430e-01 2.4317e-02 2.7757e-03
4.6404e-01 1.5776e-02 6.0494e-03
4.7413e-01 1.7362e-02 -7.0759e-03
4.8428e-01 6.1933e-03 -9.4315e-03
4.9485e-01 2.2665e-02 -3.2361e-03
5.0543e-01 1.6965e-02 -3.9600e-03
5.1617e-01 1.7295e-02 -3.1772e-04
5.2747e-01 1.9231e-02 -6.8265e-03
5.3880e-01 1.1901e-02 -1.9188e-03
5.5040e-01 1.8729e-02 -1.7431e-03
5.6223e-01 2.3795e-02 1.6580e-02
5.7436e-01 1.5692e-02 -3.6415e-03
5.8693e-01 2.1091e-02 -1.9259e-03
5.9930e-01 2.5393e-02 -3.4010e-03
6.1235e-01 3.5694e-02 1.2097e-03
6.2559e-01 1.7686e-02 1.0754e-02
6.3909e-01 6.0137e-03 1.1758e-02
6.5301e-01 2.0329e-02 1.0492e-02
6.6693e-01 2.5538e-02 5.2364e-03
6.8122e-01 1.5410e-02 1.6849e-02
6.9586e-01 7.4248e-03 -2.1156e-03
7.1076e-01 1.0789e-02 2.0293e-03
7.2616e-01 1.2806e-02 1.1145e-02
7.4185e-01 1.5030e-02 -8.9497e-04
7.5757e-01 2.0648e-02 7.6474e-03
7.7403e-01 1.2915e-02 1.0078e-03
7.9093e-01 1.5059e-02 4.0368e-03
8.0804e-01 1.5573e-02 -4.9917e-03
8.2525e-01 5.5196e-03 2.0473e-03
8.4298e-01 9.5889e-03 -6.6261e-03
8.6112e-01 1.5702e-02 4.1088e-03
8.7998e-01 1.1281e-02 -2.6900e-03
8.9874e-01 1.3009e-02 2.9494e-03
9.1822e-01 1.6187e-02 -3.8888e-03
9.3809e-01 8.3942e-03 -1.7376e-04
9.5817e-01 1.1702e-02 -2.9859e-03
9.7897e-01 1.1490e-02 5.1276e-03
9.9995e-01 5.7309e-03 -4.7234e-03
1.0214e+00 1.1024e-02 -1.3583e-03
1.0435e+00 6.8991e-03 4.4996e-03
1.0663e+00 1.5376e-02 6.5303e-03
1.0889e+00 9.2418e-03 1.9475e-04
1.1125e+00 2.9066e-03 5.3491e-03
1.1363e+00 2.5246e-03 2.2277e-04
1.1609e+00 3.0736e-03 4.0211e-03
1.1859e+00 1.0186e-02 -5.0266e-04
1.2115e+00 6.0530e-03 -2.2394e-03
1.2376e+00 9.6812e-03 1.8875e-03
1.2642e+00 1.4042e-02 2.0126e-03
1.2915e+00 3.5085e-03 7.9505e-04
1.3193e+00 7.2338e-03 5.0659e-03
1.3477e+00 6.2198e-03 1.1707e-04
1.3768e+00 1.4286e-02 4.0667e-03
1.4067e+00 4.2418e-03 3.1752e-03
1.4369e+00 4.3000e-03 -4.1643e-03
1.4677e+00 7.4634e-03 -1.8207e-03
1.4996e+00 6.0787e-03 -4.0042e-03
1.5317e+00 8.2578e-03 -8.1583e-04
1.5647e+00 7.9741e-03 -2.8968e-03
1.5984e+00 5.7061e-03 -1.8463e-05
1.6328e+00 7.1950e-03 7.9296e-04
1.6679e+00 9.7344e-03 9.6983e-04
1.7040e+00 5.1783e-03 6.0737e-04
1.7409e+00 5.0153e-03 -2.8872e-03
1.7784e+00 7.0219e-03 -5.6041e-03
1.8167e+00 1.9569e-03 1.3199e-03
1.8558e+00 3.4305e-03 -1.2761e-04
1.8956e+00 5.8396e-03 3.2465e-03
1.9366e+00 5.9226e-03 -1.0636e-03
1.9785e+00 5.1764e-03 -1.1668e-03
2.0212e+00 6.6042e-03 4.9180e-04
2.0647e+00 3.5108e-03 3.4297e-04
2.1091e+00 3.5573e-03 5.7751e-04
2.1546e+00 4.0779e-03 -5.9554e-04
2.2009e+00 7.7451e-03 1.8125e-04
2.2482e+00 7.8742e-03 1.8930e-03
2.2969e+00 7.5471e-03 -6.7023e-04
2.3462e+00 5.9376e-03 1.0542e-03
2.3968e+00 7.5920e-03 -1.8912e-04
2.4486e+00 3.6897e-03 -8.9146e-04
