        0.38312	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	
        0.39138	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	
        0.39975	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	
        0.40844	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	
        0.41717	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	
        0.42614	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	
        0.43536	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	
         0.4445	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	
        0.45426	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	
        0.46409	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	
        0.47417	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	
        0.48427	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	
        0.49478	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	
        0.50539	1.659865757e-09	6.428459684e-09	2.489600517e-08	 9.64118087e-08	3.733250883e-07	1.445300876e-06	5.593200089e-06	2.162866548e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	1.659865757e-09	6.428459684e-09	2.489600517e-08	 9.64118087e-08	3.733250883e-07	1.445300876e-06	5.593200089e-06	2.162866548e-05	
        0.51637	1.808880524e-09	7.005567401e-09	2.713095326e-08	1.050663485e-07	4.068334844e-07	1.574998382e-06	6.094907351e-06	2.356713314e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	1.808880524e-09	7.005567401e-09	2.713095326e-08	1.050663485e-07	4.068334844e-07	1.574998382e-06	6.094907351e-06	2.356713314e-05	
        0.52743	1.968904706e-09	 7.62531087e-09	2.953100644e-08	1.143601727e-07	4.428165507e-07	1.714270596e-06	6.633623826e-06	2.564837785e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	1.968904706e-09	 7.62531087e-09	2.953100644e-08	1.143601727e-07	4.428165507e-07	1.714270596e-06	6.633623826e-06	2.564837785e-05	
        0.53875	 2.14345269e-09	8.301302491e-09	 3.21488816e-08	 1.24497403e-07	4.820644911e-07	1.866175251e-06	7.221171361e-06	2.791802795e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	 2.14345269e-09	8.301302491e-09	 3.21488816e-08	 1.24497403e-07	4.820644911e-07	1.866175251e-06	7.221171361e-06	2.791802795e-05	
        0.55046	2.335969523e-09	9.046883794e-09	3.503623851e-08	 1.35678067e-07	5.253516122e-07	2.033708177e-06	 7.86912962e-06	3.042075522e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	2.335969523e-09	9.046883794e-09	3.503623851e-08	 1.35678067e-07	5.253516122e-07	2.033708177e-06	 7.86912962e-06	3.042075522e-05	
        0.56216	2.540991893e-09	9.840892862e-09	3.811112793e-08	1.475848154e-07	 5.71449134e-07	2.212112688e-06	8.559093989e-06	3.308541567e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	2.540991893e-09	9.840892862e-09	3.811112793e-08	1.475848154e-07	 5.71449134e-07	2.212112688e-06	8.559093989e-06	3.308541567e-05	
         0.5743	2.767694281e-09	1.071886337e-08	4.151115234e-08	1.607504625e-07	 6.22419718e-07	2.409370454e-06	9.321924149e-06	3.603112362e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	2.767694281e-09	1.071886337e-08	4.151115234e-08	1.607504625e-07	 6.22419718e-07	2.409370454e-06	9.321924149e-06	3.603112362e-05	
        0.58676	3.015811618e-09	1.167976535e-08	4.523232248e-08	1.751595323e-07	6.782032462e-07	2.625247262e-06	 1.01567025e-05	3.925424563e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	3.015811618e-09	1.167976535e-08	4.523232248e-08	1.751595323e-07	6.782032462e-07	2.625247262e-06	 1.01567025e-05	3.925424563e-05	
        0.59948	3.285944531e-09	1.272593005e-08	4.928365746e-08	1.908469218e-07	 7.38934608e-07	2.860263497e-06	1.106542903e-05	4.276240993e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	3.285944531e-09	1.272593005e-08	4.928365746e-08	1.908469218e-07	 7.38934608e-07	2.860263497e-06	1.106542903e-05	4.276240993e-05	
        0.61242	3.578971025e-09	1.386075003e-08	 5.36782985e-08	2.078634831e-07	8.048104424e-07	 3.11517838e-06	1.205102619e-05	4.656679874e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	3.578971025e-09	1.386075003e-08	 5.36782985e-08	2.078634831e-07	8.048104424e-07	 3.11517838e-06	1.205102619e-05	4.656679874e-05	
        0.62542	3.892664801e-09	1.507560847e-08	5.838286537e-08	2.260799399e-07	8.753300599e-07	 3.38805273e-06	1.310598345e-05	 5.06383232e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	3.892664801e-09	1.507560847e-08	5.838286537e-08	2.260799399e-07	8.753300599e-07	 3.38805273e-06	1.310598345e-05	 5.06383232e-05	
        0.63897	4.241124459e-09	 1.64251021e-08	6.360878442e-08	2.463149068e-07	9.536621814e-07	3.691145522e-06	1.427767741e-05	5.515969461e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	4.241124459e-09	 1.64251021e-08	6.360878442e-08	2.463149068e-07	9.536621814e-07	3.691145522e-06	1.427767741e-05	5.515969461e-05	
        0.65266	4.616430737e-09	1.787856028e-08	6.923727858e-08	2.681084283e-07	1.038025902e-06	 4.01756314e-06	 1.55394381e-05	6.002784112e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	4.616430737e-09	1.787856028e-08	6.923727858e-08	2.681084283e-07	1.038025902e-06	 4.01756314e-06	 1.55394381e-05	6.002784112e-05	
         0.6668	5.029673819e-09	1.947893428e-08	 7.54346651e-08	 2.92104436e-07	1.130913525e-06	4.376945753e-06	1.692850685e-05	6.538627627e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	5.029673819e-09	1.947893428e-08	 7.54346651e-08	 2.92104436e-07	1.130913525e-06	4.376945753e-06	1.692850685e-05	6.538627627e-05	
        0.68133	 5.48260022e-09	 2.12329857e-08	8.222712002e-08	3.184042161e-07	1.232716623e-06	 4.77080459e-06	1.845069599e-05	7.125720272e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	 5.48260022e-09	 2.12329857e-08	8.222712002e-08	3.184042161e-07	1.232716623e-06	 4.77080459e-06	1.845069599e-05	7.125720272e-05	
        0.69585	5.965105249e-09	2.310158025e-08	8.946309404e-08	3.464209236e-07	1.341163155e-06	5.190346119e-06	2.007199448e-05	7.750924802e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	5.965105249e-09	2.310158025e-08	8.946309404e-08	3.464209236e-07	1.341163155e-06	5.190346119e-06	2.007199448e-05	7.750924802e-05	
        0.71102	6.502522265e-09	2.518282552e-08	9.752248639e-08	3.776254027e-07	1.461945855e-06	5.657589128e-06	2.187745934e-05	8.447015388e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	6.502522265e-09	2.518282552e-08	9.752248639e-08	3.776254027e-07	1.461945855e-06	5.657589128e-06	2.187745934e-05	8.447015388e-05	
        0.72637	7.082476684e-09	2.742879551e-08	1.062197005e-07	4.112989635e-07	1.592282198e-06	 6.16176416e-06	2.382543573e-05	9.197901151e-05	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	7.082476684e-09	2.742879551e-08	1.062197005e-07	4.112989635e-07	1.592282198e-06	 6.16176416e-06	2.382543573e-05	9.197901151e-05	
        0.74219	7.719920766e-09	2.989739751e-08	1.157789577e-07	4.483096425e-07	1.735531241e-06	6.715859239e-06	2.596606199e-05	0.0001002287597	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	              0	7.719920766e-09	2.989739751e-08	1.157789577e-07	4.483096425e-07	1.735531241e-06	6.715859239e-06	2.596606199e-05	0.0001002287597	
