3.8307e-01 -1.7165e-02 6.0836e-03
3.9142e-01 2.7484e-03 2.7560e-02
3.9972e-01 -6.0587e-03 1.2219e-02
4.0838e-01 -8.1078e-06 -9.1147e-03
4.1722e-01 1.0479e-02 6.9117e-03
4.2617e-01 9.4126e-03 -3.8035e-03
4.3535e-01 -1.5572e-03 1.3193e-02
4.4461e-01 1.5145e-02 1.8268e-02
4.5441e-01 -1.8893e-02 -7.4454e-03
4.6401e-01 5.3366e-03 1.1058e-02
4.7403e-01 -3.2918e-03 6.4209e-03
4.8418e-01 4.9986e-03 7.4563e-03
4.9473e-01 9.7251e-03 -1.3238e-02
5.0535e-01 1.0476e-03 1.6892e-03
5.1623e-01 4.0630e-03 -1.7522e-04
5.2751e-01 1.5398e-02 -1.6914e-03
5.3876e-01 -1.2350e-02 -8.0112e-03
5.5050e-01 4.3723e-03 1.1930e-02
5.6234e-01 2.3326e-03 7.6977e-03
5.7452e-01 -9.7600e-03 6.6535e-04
5.8667e-01 -1.3348e-02 1.8455e-02
5.9947e-01 -4.5795e-03 -1.7038e-03
6.1218e-01 -2.8249e-03 -6.2096e-03
6.2538e-01 5.4681e-03 -2.5213e-03
6.3898e-01 -5.3498e-03 -1.4271e-02
6.5288e-01 5.8957e-03 -8.9457e-03
6.6682e-01 5.0457e-03 1.6451e-03
6.8114e-01 1.3084e-03 3.8791e-03
6.9585e-01 6.2582e-03 1.2992e-02
7.1103e-01 -1.0020e-02 3.6995e-03
7.2626e-01 7.0410e-03 1.0112e-02
7.4194e-01 5.2970e-03 2.5489e-03
7.5791e-01 8.8857e-04 -6.0839e-03
7.7431e-01 -8.8898e-03 -5.1916e-03
7.9072e-01 4.3769e-03 2.9240e-03
8.0788e-01 -4.0988e-03 6.0333e-03
8.2521e-01 1.7500e-03 -1.5504e-03
8.4322e-01 -6.2409e-03 7.1092e-04
8.6134e-01 -6.4708e-03 2.0411e-03
8.8003e-01 -5.0712e-04 1.0218e-02
8.9882e-01 -2.4861e-03 5.4650e-03
9.1832e-01 3.2221e-03 1.7632e-03
9.3790e-01 3.3924e-03 2.4292e-03
9.5812e-01 -2.4870e-04 6.5899e-04
9.7875e-01 2.7885e-03 2.6027e-03
1.0001e+00 7.9313e-03 6.9365e-04
1.0215e+00 7.3565e-03 3.2026e-03
1.0436e+00 -5.0043e-03 -1.1801e-03
1.0660e+00 1.4582e-03 -2.5862e-03
1.0892e+00 -2.3299e-03 -2.5299e-06
1.1124e+00 -3.4705e-03 4.5658e-03
1.1365e+00 -3.7301e-03 3.4744e-03
1.1610e+00 -2.9530e-04 4.2309e-03
1.1860e+00 -8.6571e-05 5.7130e-03
1.2114e+00 -8.7397e-04 -7.4145e-03
1.2375e+00 -5.6031e-04 2.3301e-03
1.2644e+00 2.3545e-03 1.4129e-03
1.2915e+00 6.8918e-03 1.4086e-03
1.3193e+00 1.9273e-03 -1.4284e-03
1.3480e+00 -6.8993e-04 -5.2400e-03
1.3766e+00 -2.4154e-03 1.4557e-03
1.4063e+00 3.6746e-03 2.2228e-03
1.4370e+00 -3.0584e-03 1.7980e-04
1.4679e+00 3.4183e-03 -3.5216e-04
1.4995e+00 -1.6622e-03 -3.1942e-03
1.5319e+00 -2.0131e-03 9.1202e-04
1.5649e+00 -3.0144e-04 -7.2726e-04
1.5983e+00 4.1208e-03 -4.0629e-03
1.6328e+00 -1.0670e-03 -1.4381e-03
1.6681e+00 -5.4983e-03 4.4180e-03
1.7040e+00 2.8467e-03 -2.4290e-03
1.7408e+00 1.2775e-03 1.1157e-03
1.7782e+00 -1.5979e-03 -1.0207e-03
1.8166e+00 3.3782e-03 7.7381e-05
1.8556e+00 2.7472e-04 -2.0392e-03
1.8958e+00 -1.1226e-03 4.3402e-04
1.9367e+00 -2.3048e-04 -7.8864e-04
1.9784e+00 -7.5308e-04 -3.5228e-03
2.0211e+00 -1.0406e-03 -2.6415e-03
2.0645e+00 2.2848e-03 -2.5698e-03
2.1090e+00 2.6734e-03 3.3678e-03
2.1545e+00 2.6972e-03 3.9805e-03
2.2008e+00 -2.1726e-04 9.2609e-04
2.2483e+00 1.6777e-03 1.2106e-03
2.2969e+00 3.5035e-04 3.9381e-03
2.3465e+00 1.1598e-03 -2.5750e-04
2.3969e+00 -9.8942e-05 1.6044e-03
2.4486e+00 2.6928e-03 1.5313e-04
2.5014e+00 -1.8387e-03 2.6130e-04
2.5553e+00 1.2204e-03 -3.6901e-04
